Linux 6.8.0-1053-raspi (robotgreier4) 	05/09/2026 	_aarch64_	(4 CPU)

05:21:48 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:23:51 AM     0       380    0.00    0.00    0.00    0.00    0.00     3  kworker/3:3-events
05:23:51 AM     0       390    0.00    0.00    0.00    0.00    0.00     2  systemd-udevd
05:23:51 AM     0       397    0.00    0.00    0.00    0.00    0.00     1  psimon
05:23:51 AM     0       440    0.00    0.00    0.00    0.00    0.00     1  vchiq-keep/0
05:23:51 AM     0       441    0.00    0.00    0.00    0.00    0.00     1  SMIO
05:23:51 AM     0       464    0.00    0.00    0.00    0.00    0.00     3  kworker/R-mmal-
05:23:51 AM     0       465    0.00    0.00    0.00    0.00    0.00     3  kworker/R-mmal-
05:23:51 AM     0       467    0.00    0.00    0.00    0.00    0.00     3  kworker/R-mmal-
05:23:51 AM     0       468    0.00    0.00    0.00    0.00    0.00     0  irq/45-feb10000.codec
05:23:51 AM     0       469    0.00    0.00    0.00    0.00    0.00     1  kworker/R-mmal-
05:23:51 AM     0       470    0.00    0.00    0.00    0.00    0.00     1  kworker/R-mmal-
05:23:51 AM     0       472    0.00    0.00    0.00    0.00    0.00     2  kworker/R-mmal-
05:23:51 AM     0       473    0.00    0.00    0.00    0.00    0.00     1  kworker/R-mmal-
05:23:51 AM     0       481    0.00    0.00    0.00    0.00    0.00     1  kworker/R-cfg80
05:23:51 AM     0       500    0.00    0.00    0.00    0.00    0.00     1  kworker/R-brcmf
05:23:51 AM     0       501    0.00    0.00    0.00    1.00    0.00     0  brcmf_wdog/mmc1:0001:1
05:23:51 AM     0       504    0.00    0.00    0.00    0.00    0.00     3  irq/47-vc4 hdmi hpd connected
05:23:51 AM     0       505    0.00    0.00    0.00    0.00    0.00     3  irq/48-vc4 hdmi hpd disconnected
05:23:51 AM     0       506    0.00    0.00    0.00    0.00    0.00     3  cec-vc4-hdmi-0
05:23:51 AM     0       507    0.00    0.00    0.00    0.00    0.00     3  irq/49-vc4 hdmi cec rx
05:23:51 AM     0       508    0.00    0.00    0.00    0.00    0.00     3  irq/50-vc4 hdmi cec tx
05:23:51 AM     0       509    0.00    0.00    0.00    0.00    0.00     2  irq/51-vc4 hdmi hpd connected
05:23:51 AM     0       510    0.00    0.00    0.00    0.00    0.00     2  irq/52-vc4 hdmi hpd disconnected
05:23:51 AM     0       511    0.00    0.00    0.00    0.00    0.00     2  cec-vc4-hdmi-1
05:23:51 AM     0       512    0.00    0.00    0.00    0.00    0.00     2  irq/53-vc4 hdmi cec rx
05:23:51 AM     0       513    0.00    0.00    0.00    0.00    0.00     0  irq/54-vc4 hdmi cec tx
05:23:51 AM     0       514    0.00    0.00    0.00    0.00    0.00     2  card1-crtc0
05:23:51 AM     0       515    0.00    0.00    0.00    0.00    0.00     1  card1-crtc1
05:23:51 AM     0       516    0.00    0.00    0.00    0.00    0.00     1  card1-crtc2
05:23:51 AM     0       517    0.00    0.00    0.00    0.00    0.00     1  card1-crtc3
05:23:51 AM     0       518    0.00    0.00    0.00    0.00    0.00     2  card1-crtc4
05:23:51 AM     0       519    0.00    0.00    0.00    0.00    0.00     2  card1-crtc5
05:23:51 AM     0       527    0.00    0.00    0.00    0.00    0.00     1  kworker/u9:1-uvcvideo
05:23:51 AM     0       553    0.00    0.00    0.00    0.00    0.00     3  wpa_supplicant
05:23:51 AM   991       565    0.00    0.00    0.00    0.00    0.00     3  systemd-resolve
05:23:51 AM   996       566    0.00    0.00    0.00    0.00    0.00     1  systemd-timesyn
05:23:51 AM   998       705    0.00    0.00    0.00    0.00    0.00     3  systemd-network
05:23:51 AM   108       743    0.00    0.00    0.00    0.00    0.00     3  avahi-daemon
05:23:51 AM   102       744    0.00    0.00    0.00    0.00    0.00     2  dbus-daemon
05:23:51 AM     0       747    0.00    0.00    0.00    0.00    0.00     0  lttng-sessiond
05:23:51 AM   989       748    0.00    0.00    0.00    0.00    0.00     2  polkitd
05:23:51 AM     0       752    0.00    0.00    0.00    0.00    0.00     1  snapd
05:23:51 AM     0       756    0.00    0.00    0.00    0.00    0.00     1  systemd-logind
05:23:51 AM     0       757    0.00    0.00    0.00    0.00    0.00     0  udisksd
05:23:51 AM   108       758    0.00    0.00    0.00    0.00    0.00     2  avahi-daemon
05:23:51 AM   103       766    0.00    0.00    0.00    0.00    0.00     1  rsyslogd
05:23:51 AM     0       799    0.00    0.00    0.00    0.00    0.00     2  wpa_supplicant
05:23:51 AM     0       808    0.00    0.00    0.00    0.00    0.00     2  cron
05:23:51 AM     0       816    0.00    0.00    0.00    0.00    0.00     0  lttng-runas
05:23:51 AM     0       817    0.00    0.00    0.00    0.00    0.00     1  unattended-upgr
05:23:51 AM     0       829    0.00    0.00    0.00    0.00    0.00     1  ModemManager
05:23:51 AM     0       851    0.00    0.00    0.00    0.00    0.00     0  agetty
05:23:51 AM     0      1010    0.00    0.00    0.00    0.00    0.00     1  sshd
05:23:51 AM     0      1011    0.00    0.00    0.00    0.00    0.00     1  sshd
05:23:51 AM     0      1014    0.00    0.00    0.00    0.00    0.00     3  psimon
05:23:51 AM  1000      1016    0.00    0.00    0.00    0.00    0.00     1  systemd
05:23:51 AM  1000      1017    0.00    0.00    0.00    0.00    0.00     0  (sd-pam)
05:23:51 AM  1000      1105    1.00    1.00    0.00    5.00    2.00     2  sshd
05:23:51 AM  1000      1106    0.00    0.00    0.00    0.00    0.00     3  bash
05:23:51 AM     0      1156    0.00    0.00    0.00    0.00    0.00     3  sshd
05:23:51 AM  1000      1282    0.00    0.00    0.00    0.00    0.00     1  sshd
05:23:51 AM  1000      1283    0.00    0.00    0.00    0.00    0.00     1  bash
05:23:51 AM     0      1456    0.00    0.00    0.00    0.00    0.00     3  kworker/u9:2-brcmf_wq/mmc1:0001:1
05:23:51 AM  1000      1561    0.00    1.00    0.00    0.00    1.00     3  vmstat
05:23:51 AM     0      1568    0.00    0.00    0.00    0.00    0.00     1  kworker/1:1-events
05:23:51 AM     0      1572    0.00    0.00    0.00    0.00    0.00     0  kworker/u8:1-flush-179:0
05:23:51 AM     0      1573    0.00    0.00    0.00    0.00    0.00     0  kworker/0:0H-kblockd
05:23:51 AM     0      1577    0.00    0.00    0.00    0.00    0.00     2  kworker/u8:4-events_unbound
05:23:51 AM     0      1579    0.00    0.00    0.00    0.00    0.00     1  kworker/1:0H
05:23:51 AM     0      1580    0.00    0.00    0.00    0.00    0.00     3  kworker/3:0-events
05:23:51 AM     0      1581    0.00    0.00    0.00    0.00    0.00     0  kworker/0:0-events
05:23:51 AM     0      1582    0.00    0.00    0.00    0.00    0.00     2  kworker/u9:0-uvcvideo
05:23:51 AM     0      1586    0.00    0.00    0.00    0.00    0.00     2  kworker/2:0H
05:23:51 AM     0      1590    0.00    6.00    0.00    2.00    6.00     0  kworker/u9:3-uvcvideo
05:23:51 AM     0      1676    0.00    0.00    0.00    0.00    0.00     3  kworker/3:0H
05:23:51 AM  1000      1754    0.00    0.00    0.00    0.00    0.00     0  dbus-daemon
05:23:51 AM     0      1756    0.00    0.00    0.00    0.00    0.00     1  kworker/1:0-events
05:23:51 AM  1000      1759    9.00    1.00    0.00   18.00   10.00     3  ros2
05:23:51 AM  1000      1762   11.00    3.00    0.00    0.00   14.00     1  v4l2_camera_nod
05:23:51 AM  1000      1763    1.00    0.00    0.00    0.00    1.00     3  static_transfor
05:23:51 AM  1000      1764    5.00    1.00    0.00    8.00    6.00     2  proximity_adapt
05:23:51 AM  1000      1765    8.00    4.00    0.00   13.00   12.00     1  distance_sensor
05:23:51 AM  1000      1766   13.00    3.00    0.00   24.00   16.00     2  motor_control_n
05:23:51 AM  1000      1767    0.00    0.00    0.00    0.00    0.00     1  gripper_node
05:23:51 AM  1000      1768   22.00    5.00    0.00   27.00   27.00     2  grab_node
05:23:51 AM  1000      1769    9.00    1.00    0.00   16.00   10.00     1  prox_node
05:23:51 AM  1000      1770    9.00    1.00    0.00   13.00   10.00     3  cmd_arbiter
05:23:51 AM  1000      1771   25.00    3.00    0.00   27.00   28.00     1  encoding_node
05:23:51 AM  1000      1772   35.00    4.00    0.00   21.00   39.00     0  img_kp_grid
05:23:51 AM  1000      1773   89.00   14.00    0.00   35.00  103.00     2  img_recog
05:23:51 AM  1000      1774    6.00    1.00    0.00    6.00    7.00     2  proximity_stop_
05:23:51 AM  1000      1775   40.00    2.00    0.00   34.00   42.00     1  snn_node
05:23:51 AM  1000      1776    2.00    0.00    0.00    4.00    2.00     0  task_manager
05:23:51 AM  1000      1777    1.00    0.00    0.00    1.00    1.00     2  system_power_no
05:23:51 AM  1000      1778    1.00    1.00    0.00    2.00    2.00     1  fpga_power_node
05:23:51 AM  1000      1779    4.00    1.00    0.00    6.00    5.00     3  power_logger
05:23:51 AM  1000      1782   24.00    2.00    0.00   26.00   26.00     3  dopamine_reward
05:23:51 AM  1000      2036    0.00    0.00    0.00    0.00    0.00     2  vmstat
05:23:51 AM  1000      2037    1.00    4.00    0.00    1.00    5.00     0  pidstat
05:23:51 AM     0      2053    0.00    1.00    0.00    1.00    1.00     0  kworker/0:1-events

05:23:51 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:23:52 AM     0         1    0.00    0.00    0.00    0.00    0.00     3  systemd
05:23:52 AM     0         2    0.00    0.00    0.00    0.00    0.00     1  kthreadd
05:23:52 AM     0         3    0.00    0.00    0.00    0.00    0.00     0  pool_workqueue_release
05:23:52 AM     0         4    0.00    0.00    0.00    0.00    0.00     0  kworker/R-rcu_g
05:23:52 AM     0         5    0.00    0.00    0.00    0.00    0.00     0  kworker/R-rcu_p
05:23:52 AM     0         6    0.00    0.00    0.00    0.00    0.00     0  kworker/R-slub_
05:23:52 AM     0         7    0.00    0.00    0.00    0.00    0.00     0  kworker/R-netns
05:23:52 AM     0        11    0.00    0.00    0.00    0.00    0.00     2  kworker/u8:0-events_power_efficient
05:23:52 AM     0        12    0.00    0.00    0.00    0.00    0.00     0  kworker/R-mm_pe
05:23:52 AM     0        13    0.00    0.00    0.00    0.00    0.00     0  rcu_tasks_kthread
05:23:52 AM     0        14    0.00    0.00    0.00    0.00    0.00     0  rcu_tasks_rude_kthread
05:23:52 AM     0        15    0.00    0.00    0.00    0.00    0.00     0  rcu_tasks_trace_kthread
05:23:52 AM     0        16    0.00    0.00    0.00    1.00    0.00     0  ksoftirqd/0
05:23:52 AM     0        17    0.00    0.00    0.00    0.00    0.00     1  rcu_preempt
05:23:52 AM     0        18    0.00    0.00    0.00    0.00    0.00     0  migration/0
05:23:52 AM     0        19    0.00    0.00    0.00    0.00    0.00     0  cpuhp/0
05:23:52 AM     0        20    0.00    0.00    0.00    0.00    0.00     1  cpuhp/1
05:23:52 AM     0        21    0.00    0.00    0.00    0.00    0.00     1  migration/1
05:23:52 AM     0        22    0.00    0.00    0.00    0.00    0.00     1  ksoftirqd/1
05:23:52 AM     0        25    0.00    0.00    0.00    0.00    0.00     2  cpuhp/2
05:23:52 AM     0        26    0.00    0.00    0.00    0.00    0.00     2  migration/2
05:23:52 AM     0        27    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
05:23:52 AM     0        30    0.00    0.00    0.00    0.00    0.00     3  cpuhp/3
05:23:52 AM     0        31    0.00    0.00    0.00    0.00    0.00     3  migration/3
05:23:52 AM     0        32    0.00    0.00    0.00    0.00    0.00     3  ksoftirqd/3
05:23:52 AM     0        35    0.00    0.00    0.00    0.00    0.00     3  kdevtmpfs
05:23:52 AM     0        36    0.00    0.00    0.00    0.00    0.00     2  kworker/R-inet_
05:23:52 AM     0        37    0.00    0.00    0.00    0.00    0.00     2  kauditd
05:23:52 AM     0        38    0.00    0.00    0.00    0.00    0.00     0  kworker/0:2-events
05:23:52 AM     0        39    0.00    0.00    0.00    0.00    0.00     2  khungtaskd
05:23:52 AM     0        40    0.00    0.00    0.00    0.00    0.00     1  oom_reaper
05:23:52 AM     0        42    0.00    0.00    0.00    0.00    0.00     3  kworker/R-write
05:23:52 AM     0        43    0.00    0.00    0.00    0.00    0.00     2  kcompactd0
05:23:52 AM     0        44    0.00    0.00    0.00    0.00    0.00     3  khugepaged
05:23:52 AM     0        45    0.00    0.00    0.00    0.00    0.00     3  kworker/R-kinte
05:23:52 AM     0        46    0.00    0.00    0.00    0.00    0.00     3  kworker/R-kbloc
05:23:52 AM     0        47    0.00    0.00    0.00    0.00    0.00     3  kworker/R-blkcg
05:23:52 AM     0        48    0.00    0.00    0.00    0.00    0.00     1  kworker/u8:2-events_power_efficient
05:23:52 AM     0        49    0.00    1.00    0.00    0.00    1.00     1  kworker/u8:3-events_unbound
05:23:52 AM     0        50    0.00    0.00    0.00    0.00    0.00     2  kworker/R-tpm_d
05:23:52 AM     0        51    0.00    0.00    0.00    0.00    0.00     3  kworker/R-edac-
05:23:52 AM     0        52    0.00    0.00    0.00    0.00    0.00     3  kworker/R-devfr
05:23:52 AM     0        53    0.00    0.00    0.00    0.00    0.00     3  watchdogd
05:23:52 AM     0        55    0.00    0.00    0.00    0.00    0.00     1  kworker/R-quota
05:23:52 AM     0        57    0.00    0.00    0.00    0.00    0.00     1  kswapd0
05:23:52 AM     0        58    0.00    0.00    0.00    0.00    0.00     1  kworker/R-kthro
05:23:52 AM     0        62    0.00    0.00    0.00    0.00    0.00     0  irq/27-aerdrv
05:23:52 AM     0        63    0.00    0.00    0.00    0.00    0.00     1  hwrng
05:23:52 AM     0        67    0.00    0.00    0.00    0.00    0.00     0  kworker/R-sdhci
05:23:52 AM     0        68    0.00    0.00    0.00    0.00    0.00     0  irq/30-mmc1
05:23:52 AM     0        69    0.00    0.00    0.00    0.00    0.00     0  vchiq-slot/0
05:23:52 AM     0        70    0.00    0.00    0.00    0.00    0.00     2  vchiq-recy/0
05:23:52 AM     0        71    0.00    0.00    0.00    0.00    0.00     0  vchiq-sync/0
05:23:52 AM     0        72    0.00    0.00    0.00    0.00    0.00     3  kworker/R-mld
05:23:52 AM     0        73    0.00    0.00    0.00    0.00    0.00     1  kworker/1:1H-kblockd
05:23:52 AM     0        74    0.00    0.00    0.00    0.00    0.00     3  kworker/R-ipv6_
05:23:52 AM     0        76    0.00    0.00    0.00    0.00    0.00     2  kworker/2:1-cgroup_free
05:23:52 AM     0        82    0.00    0.00    0.00    0.00    0.00     1  kworker/R-kstrp
05:23:52 AM     0        85    0.00    0.00    0.00    0.00    0.00     2  kworker/2:2-events
05:23:52 AM     0        86    0.00    0.00    0.00    0.00    0.00     1  kworker/1:2-events
05:23:52 AM     0        99    0.00    0.00    0.00    0.00    0.00     0  kworker/R-sdhci
05:23:52 AM     0       100    0.00    0.00    0.00    0.00    0.00     0  irq/30-mmc0
05:23:52 AM     0       124    0.00    0.00    0.00    0.00    0.00     3  kworker/3:1H-kblockd
05:23:52 AM     0       128    0.00    0.00    0.00    0.00    0.00     3  kworker/R-mmc_c
05:23:52 AM     0       131    0.00    0.00    0.00    0.00    0.00     2  kworker/2:1H-kblockd
05:23:52 AM     0       147    0.00    0.00    0.00    0.00    0.00     0  kworker/0:2H-mmc_complete
05:23:52 AM     0       151    0.00    0.00    0.00    0.00    0.00     0  spi0
05:23:52 AM     0       191    0.00    0.00    0.00    0.00    0.00     3  kworker/R-md
05:23:52 AM     0       192    0.00    0.00    0.00    0.00    0.00     2  kworker/R-md_bi
05:23:52 AM     0       197    0.00    0.00    0.00    0.00    0.00     3  kworker/3:2-mm_percpu_wq
05:23:52 AM     0       198    0.00    0.00    0.00    0.00    0.00     0  kworker/R-raid5
05:23:52 AM     0       235    0.00    0.00    0.00    0.00    0.00     1  jbd2/mmcblk0p2-8
05:23:52 AM     0       236    0.00    0.00    0.00    0.00    0.00     1  kworker/R-ext4-
05:23:52 AM     0       297    0.00    0.00    0.00    0.00    0.00     3  kworker/3:2H-kblockd
05:23:52 AM     0       315    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
05:23:52 AM     0       338    0.00    0.00    0.00    0.00    0.00     0  kworker/R-kmpat
05:23:52 AM     0       339    0.00    0.00    0.00    0.00    0.00     0  kworker/R-kmpat
05:23:52 AM     0       364    0.00    0.00    0.00    0.00    0.00     0  multipathd
05:23:52 AM     0       380    0.00    0.00    0.00    0.00    0.00     3  kworker/3:3-events
05:23:52 AM     0       390    0.00    0.00    0.00    0.00    0.00     2  systemd-udevd
05:23:52 AM     0       397    0.00    0.00    0.00    0.00    0.00     1  psimon
05:23:52 AM     0       440    0.00    0.00    0.00    0.00    0.00     1  vchiq-keep/0
05:23:52 AM     0       441    0.00    0.00    0.00    0.00    0.00     1  SMIO
05:23:52 AM     0       464    0.00    0.00    0.00    0.00    0.00     3  kworker/R-mmal-
05:23:52 AM     0       465    0.00    0.00    0.00    0.00    0.00     3  kworker/R-mmal-
05:23:52 AM     0       467    0.00    0.00    0.00    0.00    0.00     3  kworker/R-mmal-
05:23:52 AM     0       468    0.00    0.00    0.00    0.00    0.00     0  irq/45-feb10000.codec
05:23:52 AM     0       469    0.00    0.00    0.00    0.00    0.00     1  kworker/R-mmal-
05:23:52 AM     0       470    0.00    0.00    0.00    0.00    0.00     1  kworker/R-mmal-
05:23:52 AM     0       472    0.00    0.00    0.00    0.00    0.00     2  kworker/R-mmal-
05:23:52 AM     0       473    0.00    0.00    0.00    0.00    0.00     1  kworker/R-mmal-
